,docid,hot,thank,gift,contr,views,article,patient1,period,treat
3392,http://bchen66.haodf.com/,4.5,249,372,72590,9076600,52,7562,3,0
3402,http://doctorchenming.haodf.com/,4.4,85,177,12600,528192,25,1513,3,0
3413,http://wangwuqing.haodf.com/,4.4,103,236,23940,2242015,31,3075,3,0
3422,http://lijiandong.haodf.com/,4.1,89,252,129675,10681095,88,9327,3,0
3432,http://xzhwang.haodf.com/,4,73,530,246059,19004344,43,15142,3,0
3442,http://mdonglai.haodf.com/,4.8,828,526,119201,31666970,15,15209,3,0
3452,http://pfklicy1.haodf.com/,4.6,234,1621,172325,9546076,31,12719,3,0
3462,http://xiangleihongdr.haodf.com/,4.5,243,1221,24455,1901557,0,1773,3,0
3472,http://pengyangdr.haodf.com/,4.3,92,374,58790,1821337,0,4835,3,0
3482,http://ddpfmr.haodf.com/,4.2,104,247,40340,2296636,28,4402,3,0
3492,http://jaingfaxing.haodf.com/,4.2,69,505,91620,4810986,5,6968,3,0
3502,http://kewujian.haodf.com/,5,90,699,115715,1939062,82,4607,3,0
3512,http://sunyingqiyan.haodf.com/,3.6,7,34,47485,1424197,1,4274,3,0
3522,http://songyuantao.haodf.com/,3.4,1,35,65415,1327827,0,3529,3,0
3552,http://pengyifeng.haodf.com/,4.2,75,544,137303,4869247,97,9726,3,0
3562,http://songweiru.haodf.com/,4.2,68,773,114920,1763288,34,5699,3,0
3582,http://huomenghua.haodf.com/,4.2,15,170,114607,10913828,33,9164,3,0
3592,http://yangqiongbd.haodf.com/,4.9,114,342,39202,1918120,32,2224,3,0
3602,http://zhengxianzhen.haodf.com/,4.9,83,927,31470,492012,5,2945,3,0
3612,http://zhufy.haodf.com/,4.6,50,216,42845,5701397,21,3615,3,0
3622,http://luoxiaonian.haodf.com/,4.6,212,876,227586,33254916,116,11624,3,0
3632,http://zhengminxin.haodf.com/,4.5,51,356,35585,397061,15,1192,3,0
3642,http://mengfu.haodf.com/,3.8,5,6,15280,2005323,25,1330,3,0
3652,http://yanghaozhen.haodf.com/,4.7,116,541,84895,4931179,58,7187,3,0
3672,http://fangzhongyi.haodf.com/,4.7,85,458,67061,2742218,19,5859,3,0
3682,http://drlvzheng.haodf.com/,4.2,163,1509,110021,11158146,26,2655,3,0
3692,http://guoqinwei.haodf.com/,5,250,1714,124600,7165921,17,7781,3,0
3702,http://huidong01.haodf.com/,4.7,240,967,204564,10466912,76,6107,3,0
3712,http://huayinghui.haodf.com/,4.8,178,769,172173,10708470,95,8862,3,0
3732,http://jiangningyi.haodf.com/,4.9,325,2326,314337,16721777,48,20158,3,0
3742,http://rjchengang.haodf.com/,4.5,82,551,61865,3332065,10,4876,3,0
3752,http://liangh1688.haodf.com/,4.5,162,1785,273027,24068170,92,15629,3,0
3762,http://shibaogang0622.haodf.com/,3.5,3,42,42335,652059,33,2957,3,0
157,http://zhaochob.haodf.com/,4.9,265,2244,126181,6017840,86,4670,4,0
2100,http://lizhuyi.haodf.com/,4.7,137,397,74764,4211625,9,4507,4,0
330,http://bmusunnyw.haodf.com/,4.7,193,256,30635,3555004,5,3772,4,0
414,http://wangshuang2013.haodf.com/,4.6,81,1046,46375,972347,22,1317,4,0
514,http://yuanyun1.haodf.com/,4.6,229,1144,156071,10933239,110,7300,4,0
614,http://bjdlct.haodf.com/,4.4,57,403,38070,940275,12,1937,4,0
714,http://luzhq.haodf.com/,4.2,25,243,52337,4921934,86,4094,4,0
814,http://majinghong.haodf.com/,4.1,21,80,17330,1045903,6,1689,4,0
914,http://xiaopingwang.haodf.com/,4.1,40,219,66580,8046083,65,7508,4,0
1014,http://liliuyi.haodf.com/,3.9,10,48,11908,1115969,87,1144,4,0
1114,http://tbd1999ht.haodf.com/,4.6,109,1172,129815,4030421,7,10628,4,0
1214,http://yaoshukun.haodf.com/,4.5,78,184,58475,7101252,10,5839,4,0
1314,http://yuj123.haodf.com/,4.6,112,517,171833,15500618,427,12246,4,0
1414,http://yuli1995.haodf.com/,4.4,120,434,101187,8426302,11,8598,4,0
1510,http://sunweihao.haodf.com/,4.9,40,124,37185,6404632,14,4961,4,0
1614,http://tanhua2010.haodf.com/,3.8,21,56,32211,2993193,22,1952,4,0
1713,http://drsun.haodf.com/,4.7,68,235,56386,4781027,37,5286,4,0
1813,http://shuwang999.haodf.com/,4.4,187,2094,183812,14546067,11,6127,4,0
1914,http://xcxhs.haodf.com/,4.2,19,241,31773,847964,9,2770,4,0
206,http://jianghongwei.haodf.com/,3.8,4,39,14662,2017115,159,915,4,0
2113,http://litianwang.haodf.com/,4.9,265,845,76430,1898821,25,4218,4,0
2214,http://drguoqiang.haodf.com/,4.4,73,245,37116,2772290,37,3412,4,0
2313,http://dengwm1974.haodf.com/,4.1,52,305,77665,2378536,29,3568,4,0
2410,http://drl3608.haodf.com/,4.8,77,75,6985,634364,0,607,4,0
2514,http://wxp13.haodf.com/,4.8,94,657,77185,1812849,76,5463,4,0
2610,http://guqihua.haodf.com/,4.1,21,171,51118,4813598,6,3224,4,0
2713,http://wenjiqiu75.haodf.com/,4.9,226,1945,77645,3790613,31,5233,4,0
2814,http://liuhongbao.haodf.com/,4.7,78,646,47211,528973,1,2207,4,0
2914,http://zhangpengkidney.haodf.com/,4.7,92,845,44195,1736089,11,3232,4,0
3011,http://drhongyantong.haodf.com/,4.8,82,558,49280,2534557,42,3323,4,0
3114,http://laiyueyun.haodf.com/,4.6,59,229,30805,2179169,0,2618,4,0
3213,http://heguangsheng.haodf.com/,4.5,108,923,282873,17789767,78,12467,4,0
3313,http://zhengyini.haodf.com/,4.3,48,1346,119800,2907357,19,6818,4,0
3414,http://Fangqing123.haodf.com/,4.3,159,1722,192620,29497061,2550,7257,4,0
357,http://guankai.haodf.com/,4.8,304,452,87202,11340275,9,10367,4,0
378,http://duanyuyun.haodf.com/,4.1,12,72,8710,198402,5,676,4,0
383,http://houyongqiang120.haodf.com/,3.8,5,82,76830,2161236,0,4568,4,0
393,http://jiaoliqun.haodf.com/,4.5,257,1752,159540,10340774,14,8564,4,0
403,http://liangjiantao.haodf.com/,4.4,179,138,23527,2073649,26,2551,4,0
415,http://edward0061.haodf.com/,4.3,62,109,38495,2147679,19,4291,4,0
423,http://lianweipumch.haodf.com/,4.1,502,2925,345894,18443205,106,15985,4,0
433,http://hexiaosheng.haodf.com/,4.1,44,350,61615,8417540,1365,3426,4,0
443,http://heyuandong.haodf.com/,4,21,123,17715,312039,17,902,4,0
453,http://lyd0622.haodf.com/,3.7,2,15,19290,847197,0,2359,4,0
463,http://fangtiedr.haodf.com/,5,330,756,116535,4808821,64,10550,4,0
473,http://sunchengyan.haodf.com/,4.7,152,213,70982,7551138,49,5506,4,0
483,http://drjianglijun.haodf.com/,5,198,774,44275,889230,4,1607,4,0
493,http://jiangsl301.haodf.com/,4.8,145,251,19180,620610,14,1454,4,0
503,http://dryanjun.haodf.com/,4.6,244,612,64125,2351935,3,4263,4,0
515,http://xieyq.haodf.com/,4.6,220,230,20789,1405758,6,1826,4,0
523,http://lxdong.haodf.com/,4.4,282,1574,192715,10418563,41,9776,4,0
533,http://yannzhchina.haodf.com/,4.5,59,214,11335,325585,5,899,4,0
543,http://chenjimei.haodf.com/,4.5,183,1140,123640,5862715,26,6797,4,0
553,http://FWHDC.haodf.com/,4.5,211,2321,108383,8873016,69,6301,4,0
563,http://lianfeng.haodf.com/,3.8,52,213,67361,5593702,136,4155,4,0
573,http://drchinkenkon.haodf.com/,4.9,394,1496,57590,4555753,5,6932,4,0
583,http://tjzhanglei.haodf.com/,4.7,187,149,16530,699750,18,1784,4,0
593,http://liuchunjun.haodf.com/,4.7,472,745,85250,5106340,42,6147,4,0
603,http://xiefenghe.haodf.com/,4.6,133,243,54013,1860774,10,4963,4,0
615,http://wangbin6666.haodf.com/,4.7,169,831,116403,3737014,31,5566,4,0
623,http://zhangyuguang18.haodf.com/,4.5,141,845,144160,3015123,22,6763,4,0
633,http://litianshi.haodf.com/,4.2,239,1416,288024,11959324,60,11765,4,0
643,http://yingfoun.haodf.com/,4.4,61,305,53980,2177535,18,4213,4,0
653,http://cc88.haodf.com/,4.2,49,222,81631,6651272,69,6510,4,0
663,http://taoran129.haodf.com/,4.2,47,57,35420,1507706,7,2869,4,0
673,http://earthquake.haodf.com/,3.8,13,61,36070,2260428,14,3386,4,0
683,http://sq049.haodf.com/,3.5,4,28,18170,1856876,70,1858,4,0
693,http://qiliqiang.haodf.com/,5,414,3113,181390,6342796,24,12032,4,0
703,http://wugaosong.haodf.com/,4.5,192,1107,68910,4922862,42,7544,4,0
715,http://duzhenggui.haodf.com/,4.5,119,1053,49630,871615,4,3322,4,0
723,http://gsfx2005.haodf.com/,4.4,262,1147,133039,9531684,34,9365,4,0
733,http://drchenhongliang.haodf.com/,4.5,126,515,46365,1152470,1,3716,4,0
743,http://liuchunping.haodf.com/,4.4,139,489,44960,2786499,1,4014,4,0
753,http://lujinsong.haodf.com/,4.4,156,107,17690,2087187,2,3111,4,0
763,http://wangkun.haodf.com/,4.4,163,1581,84335,5534795,50,5197,4,0
773,http://zhangchaojie.haodf.com/,4.2,157,1160,108941,10096920,77,6964,4,0
783,http://wooj.haodf.com/,4.1,49,367,42109,3054404,17,2862,4,0
793,http://drliuguangyu.haodf.com/,4,129,651,63275,6586765,2,2066,4,0
803,http://drliuhui.haodf.com/,3.9,31,64,12460,1162645,0,1265,4,0
815,http://drchenshanwen.haodf.com/,5,387,1313,114470,2944781,257,6461,4,0
823,http://yedingwei.haodf.com/,4.7,372,1457,167355,14736606,33,11223,4,0
833,http://joeliweiguo.haodf.com/,4.5,420,306,62201,4061579,12,6160,4,0
843,http://drdaibo.haodf.com/,4.5,168,490,26105,2285678,33,2543,4,0
853,http://yangbin710.haodf.com/,4.4,193,746,32990,860280,32,1702,4,0
863,http://qianzhangbmu.haodf.com/,4.4,256,669,112700,8537654,61,7300,4,0
873,http://drlyq.haodf.com/,4.5,88,161,25410,367695,0,2150,4,0
883,http://Wtianpeng.haodf.com/,4.4,66,439,69780,1670208,48,5389,4,0
893,http://chandlerwang.haodf.com/,4.3,65,113,9385,761210,5,1491,4,0
903,http://lixuesong.haodf.com/,4.2,166,534,84019,6357915,40,4213,4,0
915,http://caotangfengqiang.haodf.com/,4,26,99,23415,367074,19,1383,4,0
923,http://jiangmanbodr.haodf.com/,3.8,6,70,63245,1981279,11,6353,4,0
933,http://yangzhying.haodf.com/,4.5,203,785,105517,10198516,35,8226,4,0
943,http://yangtian6666.haodf.com/,4.4,53,208,12476,918818,39,1512,4,0
953,http://shixianjie.haodf.com/,4.3,113,578,105810,6033693,15,8412,4,0
963,http://zhenglihuahua.haodf.com/,4.8,187,772,63115,2557806,61,5968,4,0
973,http://lihuidf.haodf.com/,4.7,231,653,70432,4401272,16,6216,4,0
983,http://baoming.haodf.com/,4.6,82,704,139080,11954192,23,9605,4,0
993,http://suny1233.haodf.com/,4.7,38,277,17380,336572,5,1442,4,0
1003,http://fanxindong.haodf.com/,4.9,225,739,171961,7683025,4,12145,4,0
1015,http://litan0919.haodf.com/,5,247,296,22080,971695,7,1847,4,0
1023,http://guohongjie.haodf.com/,4.6,357,1301,103914,5285365,73,7601,4,0
1033,http://zhangchenghai1.haodf.com/,4.7,86,386,35055,1247020,25,2949,4,0
1043,http://zhanghaodoc.haodf.com/,4.6,181,503,65240,3734666,0,5310,4,0
1053,http://huhai.haodf.com/,4.8,240,1234,221853,23670957,72,17359,4,0
1063,http://huanggengwen.haodf.com/,4.6,171,981,38400,1151523,82,2102,4,0
1073,http://binbin35.haodf.com/,4.6,311,349,80245,6423921,23,6422,4,0
1083,http://renjianan.haodf.com/,4.4,473,730,102463,8681471,20,6603,4,0
1093,http://xiaoyong9995.haodf.com/,4.5,173,216,21800,873304,37,1843,4,0
1103,http://zhaohmdr.haodf.com/,4.5,113,1050,43840,652970,10,2139,4,0
1115,http://tyl1990.haodf.com/,4.4,109,256,24647,2208381,69,2736,4,0
1123,http://hanbaosan.haodf.com/,4.3,256,2621,205884,30058082,246,9859,4,0
1133,http://wujinzhu1124.haodf.com/,4.2,218,221,82340,1925902,139,4299,4,0
1153,http://shaotl.haodf.com/,4.2,398,3187,406302,34008581,31,26049,4,0
1163,http://chenshuqin1021.haodf.com/,5,189,1677,107570,2033590,0,5398,4,0
1173,http://chenfeidr.haodf.com/,5,312,1535,85240,5850234,7,6145,4,0
1183,http://huminyisheng.haodf.com/,4.9,101,1897,146970,854283,0,7134,4,0
1193,http://Wangdonghongdr.haodf.com/,4.8,132,688,92935,1573359,18,8858,4,0
1203,http://hongling529.haodf.com/,4.3,459,1465,141475,7397562,24,9157,4,0
1215,http://lxyhys.haodf.com/,4.7,222,491,143905,1711202,34,9307,4,0
1223,http://xuhainan123.haodf.com/,4.7,86,1267,77590,1925109,19,6124,4,0
1233,http://zhaoqianyx.haodf.com/,4.7,96,260,38890,2417550,24,4099,4,0
1243,http://xuchengkang.haodf.com/,4.6,113,810,76136,6001915,21,6990,4,0
1253,http://panlingya.haodf.com/,4.7,378,2060,59965,18490586,0,6976,4,0
1263,http://dengxiaohui.haodf.com/,4.6,118,413,77646,7554893,31,6946,4,0
1273,http://yszlfy.haodf.com/,4.5,167,620,53505,5065880,8,4856,4,0
1283,http://zhuzhengxia.haodf.com/,4.5,72,618,121885,1835530,2,7785,4,0
1293,http://zhouk88.haodf.com/,4.5,80,1477,86067,7022395,39,6094,4,0
1303,http://sjzwhw.haodf.com/,4.5,47,415,77090,1706169,81,4271,4,0
1315,http://chengjiumei.haodf.com/,4.2,228,1501,265845,20109164,15,18423,4,0
1323,http://yinliandi.haodf.com/,4.5,57,714,151810,11732535,1,9071,4,0
1333,http://shannc.haodf.com/,4.4,37,434,51650,1378489,23,3673,4,0
1343,http://chenweilinxh.haodf.com/,4.4,64,541,57435,3513159,63,4357,4,0
1353,http://zhaomxdr.haodf.com/,4.4,37,237,35705,563100,7,2134,4,0
1363,http://liuwei3956.haodf.com/,4.3,51,187,18370,349717,2,1436,4,0
1373,http://mataodr.haodf.com/,4.4,45,194,79585,5135286,19,5521,4,0
1383,http://liliuxia.haodf.com/,4.3,32,104,30980,2844409,20,2767,4,0
1393,http://wangbin6758.haodf.com/,4.2,48,390,78815,1892185,11,5923,4,0
1403,http://linbei.haodf.com/,4.2,95,640,99830,11759976,55,7665,4,0
1415,http://jzc88.haodf.com/,4.3,80,1115,487717,32834202,11,17572,4,0
1423,http://yangniandr.haodf.com/,3.9,15,67,43080,1164507,1,3278,4,0
1433,http://tianyimeidr.haodf.com/,3.7,15,68,31705,1810879,98,2734,4,0
1443,http://liuming7678.haodf.com/,5,169,767,85630,3246358,21,5660,4,0
1453,http://wxinhua.haodf.com/,4.9,84,651,59850,1790765,1,3009,4,0
1463,http://heyiping9999.haodf.com/,4.6,90,1439,100450,1556607,15,4493,4,0
1473,http://tangzhijiandr.haodf.com/,4.5,50,379,35610,628076,3,2523,4,0
1483,http://cjh0290.haodf.com/,4.5,16,230,39825,1000960,10,2896,4,0
1493,http://lijiedrdoctor.haodf.com/,4.2,16,545,38820,328655,3,1452,4,0
1503,http://lhy81048.haodf.com/,4.1,6,61,12175,240151,2,1129,4,0
1513,http://baosh2002.haodf.com/,5,339,1544,211802,12951240,61,11893,4,0
1553,http://dubotao.haodf.com/,4.5,184,704,193139,13557465,69,12844,4,0
1563,http://gaosj.haodf.com/,4.5,245,1327,140051,12599948,8,9301,4,0
1583,http://szzhanghong.haodf.com/,4.1,196,2334,239188,19012466,57,6126,4,0
1593,http://liujunlj.haodf.com/,3.6,10,68,34720,786767,3,2563,4,0
1603,http://Haojing1978.haodf.com/,3.2,2,13,22050,1246423,0,2482,4,0
1615,http://huameima.haodf.com/,4.5,132,1533,45360,653857,1,1663,4,0
1623,http://Hgqdr.haodf.com/,4.3,79,1330,119005,2054030,22,9229,4,0
1633,http://xzc47.haodf.com/,4.5,132,441,63028,2912851,6,4690,4,0
1643,http://liyuqindr.haodf.com/,4.4,85,209,22610,171320,1,1828,4,0
1653,http://zlc051.haodf.com/,4.2,67,1038,142345,2591743,2,6460,4,0
1663,http://wangxiuying07.haodf.com/,4.2,55,236,38070,2324090,27,3008,4,0
1673,http://wujunrmyy.haodf.com/,4.3,85,2190,36290,1375279,111,810,4,0
1683,http://qianjiangchaodr.haodf.com/,4.1,47,587,37765,320020,3,1925,4,0
1693,http://baihaitao.haodf.com/,4.2,38,566,22765,413870,36,1401,4,0
1703,http://huangleidr.haodf.com/,4,14,50,22557,2198536,9,1394,4,0
1714,http://guzaiyan.haodf.com/,3.5,5,12,6100,1623715,25,715,4,0
1723,http://zzjwlb123456.haodf.com/,3.6,8,65,31260,617458,61,1841,4,0
1733,http://cong623636809.haodf.com/,3.4,0,3,10840,221510,0,692,4,0
1743,http://ayzhenghong.haodf.com/,5,106,644,75590,999818,0,3757,4,0
1753,http://dengchun1968.haodf.com/,4.8,74,1037,72390,1201466,2,3945,4,0
1773,http://jirx0606.haodf.com/,4.9,222,929,72191,3270326,1,4390,4,0
1783,http://genggang550928.haodf.com/,4.7,143,882,59490,1364581,5,3644,4,0
1793,http://wangjr.haodf.com/,4.8,149,778,52125,2353263,41,4047,4,0
1803,http://drjyyou.haodf.com/,5,132,1056,91730,1777609,17,7330,4,0
1814,http://jinyuldyy.haodf.com/,4.8,108,562,79030,2611135,15,5683,4,0
1823,http://chenchangbindr.haodf.com/,4.8,69,298,35575,544361,7,2625,4,0
1833,http://zhuxiaohuadr.haodf.com/,4.1,9,21,13378,1106923,3,1363,4,0
1853,http://huayimin.haodf.com/,5,544,680,80296,3838817,22,4782,4,0
1863,http://hanbo35.haodf.com/,4.9,399,593,96295,4179318,20,7126,4,0
1873,http://jrdoctoryang.haodf.com/,4.6,70,227,31110,881449,12,2056,4,0
1883,http://lixiaomei.haodf.com/,4.5,256,995,127855,8798616,30,7457,4,0
1893,http://xielijian.haodf.com/,4.2,39,173,37284,2062864,16,2494,4,0
1903,http://gaoyuanfu.haodf.com/,4.7,147,517,50771,2614912,3,3086,4,0
1915,http://lilysun0930.haodf.com/,4.9,82,842,58150,721427,2,1453,4,0
1923,http://ertongzhuziyang.haodf.com/,5,79,697,65015,1027598,32,2610,4,0
1933,http://yanjienfm.haodf.com/,4.6,115,376,57042,7021381,22,5695,4,0
1943,http://sungch001.haodf.com/,5,91,1399,69490,909199,10,2383,4,0
1953,http://jinyanliang2000.haodf.com/,4.6,99,310,24178,1163459,14,1570,4,0
1963,http://drzhoubin.haodf.com/,4.8,106,452,60115,627879,24,5395,4,0
1973,http://shichuankui.haodf.com/,5,817,3663,416785,9517453,41,18915,4,0
1983,http://liyunlingdr.haodf.com/,4.6,118,791,65100,833054,16,4002,4,0
1993,http://jiangyanling917.haodf.com/,4.5,76,394,45175,917530,1,3998,4,0
2003,http://wanmingshun.haodf.com/,4.3,93,439,66123,1812866,30,3962,4,0
2013,http://drzhaolimin.haodf.com/,4.9,134,336,66330,3038233,1,5771,4,0
2023,http://liyun742.haodf.com/,4.8,85,874,62045,887908,30,3335,4,0
2033,http://zouyu2013.haodf.com/,4.8,65,204,72840,2159651,34,7745,4,0
2073,http://zhoudekaidr.haodf.com/,5,445,1459,139110,2422972,9,10995,4,0
2083,http://surgeonhubo.haodf.com/,4.5,166,298,40245,695189,7,2141,4,0
2103,http://renhongxiadr.haodf.com/,4.4,101,468,23685,358494,1,1722,4,0
2114,http://zhangyuebindr.haodf.com/,4.2,45,442,40400,655809,4,3251,4,0
2123,http://yingzhou.haodf.com/,4.3,109,415,31875,702063,5,1198,4,0
2133,http://likaikerry.haodf.com/,4.2,59,339,30025,1430134,9,2084,4,0
2143,http://chenhaichen.haodf.com/,4.1,256,3646,284690,2400812,24,7476,4,0
2183,http://harrysunhl.haodf.com/,4.9,227,258,20355,1714656,64,2260,4,0
2193,http://lizijian.haodf.com/,4.9,153,504,59384,3622999,27,4118,4,0
2203,http://yuyonglinhdf.haodf.com/,4.8,103,70,15915,231582,144,918,4,0
2215,http://xhwangjh.haodf.com/,4.6,129,191,57470,4858493,19,7947,4,0
2223,http://lifengdoc.haodf.com/,4.8,106,428,20333,1162888,92,1691,4,0
2233,http://fupeiliang.haodf.com/,4.5,56,141,14575,332269,16,1186,4,0
2243,http://lishugang.haodf.com/,4.5,211,338,41817,5337466,7,4505,4,0
2253,http://gaoxurendr.haodf.com/,4.3,227,272,59860,8010864,702,9737,4,0
2263,http://gzhuangzq.haodf.com/,4.4,81,541,67927,4764907,423,5331,4,0
2273,http://haiyong.haodf.com/,4.3,75,541,116262,7832975,202,7015,4,0
2283,http://zhanghongmd.haodf.com/,4.2,71,269,50545,3288070,193,3477,4,0
2293,http://aoplatedoctor.haodf.com/,4.1,43,174,48265,1228876,107,3609,4,0
2303,http://sunchangying.haodf.com/,3.7,7,25,23726,1269808,18,2869,4,0
2314,http://lhbdalian243.haodf.com/,3.5,3,21,21175,990596,10,2474,4,0
2323,http://jiangliangputh.haodf.com/,5,396,1465,209485,16999452,109,15238,4,0
2333,http://yangqiangdoctor.haodf.com/,4.9,144,381,30315,832219,43,3130,4,0
2343,http://orthoyang.haodf.com/,4.9,136,214,20250,1077274,9,3642,4,0
2353,http://microortho.haodf.com/,4.6,46,146,41870,1746470,21,3801,4,0
2363,http://jianyuny.haodf.com/,4.8,169,482,56735,2716669,18,3738,4,0
2383,http://xulei68.haodf.com/,4.6,97,486,32475,1763727,9,2406,4,0
2393,http://xuhailin.haodf.com/,4.9,105,191,21195,1125352,27,1561,4,0
2403,http://yuantao1967.haodf.com/,5,99,601,62675,1154045,0,4188,4,0
2433,http://wangzimin.haodf.com/,4.6,119,120,31472,2819104,58,2836,4,0
2443,http://tangqiheng.haodf.com/,4.6,49,64,4010,159344,1,417,4,0
2453,http://havestlee.haodf.com/,4.5,244,463,139453,10234696,5,11105,4,0
2463,http://wangxiaoying08.haodf.com/,4.7,199,722,178983,11699698,34,12801,4,0
2473,http://siwodo.haodf.com/,4.8,116,281,53189,1193316,13,3721,4,0
2483,http://xu7jin.haodf.com/,4.8,119,178,32291,1888638,0,3005,4,0
2493,http://shshenqin.haodf.com/,4.7,86,503,64673,2832881,19,5092,4,0
2503,http://lipengjing.haodf.com/,4.7,107,207,19080,583481,0,1859,4,0
2515,http://yuzhiqiangdr.haodf.com/,4.6,96,296,46082,2136044,14,3511,4,0
2523,http://hyang1007.haodf.com/,4.6,94,295,28858,1969147,22,2843,4,0
2533,http://chenyouxin.haodf.com/,4.6,358,801,88964,10482703,51,9956,4,0
2543,http://wangwjchina.haodf.com/,4.7,58,520,23925,802730,21,3404,4,0
2553,http://lizhengkang58.haodf.com/,4.5,336,250,102945,4219076,25,4812,4,0
2563,http://chenyueguo.haodf.com/,4.5,72,174,39760,3998694,17,3231,4,0
2573,http://dongbaixia.haodf.com/,4.3,26,197,37590,1651026,5,4577,4,0
2583,http://limingwu.haodf.com/,4.2,51,57,8919,1308757,1,1239,4,0
2593,http://qikunying.haodf.com/,4,9,23,17765,656537,45,2026,4,0
2603,http://zhaoyangwang.haodf.com/,4,10,10,1865,254396,0,345,4,0
2613,http://aipinggu.haodf.com/,3.3,2,13,10016,656798,0,829,4,0
2623,http://xiangdm.haodf.com/,4.8,249,1342,161615,8523235,35,9577,4,0
2633,http://zhudehai.haodf.com/,4.6,168,563,124071,8731638,46,9331,4,0
2643,http://ykyg.haodf.com/,4,280,1496,946357,83290325,395,69298,4,0
2673,http://rockersong.haodf.com/,4.9,42,226,79670,3690499,3,7562,4,0
2683,http://zhangxiaohui1983.haodf.com/,4.4,152,292,41255,1919254,2,3307,4,0
2693,http://Drdingpeng.haodf.com/,4.9,78,95,7595,230483,2,964,4,0
2703,http://BingFang.haodf.com/,4.7,58,609,101204,9893554,35,6567,4,0
2714,http://drchenzhuo.haodf.com/,4.8,105,198,26975,765429,2,2525,4,0
2723,http://jimxiaojian.haodf.com/,4.8,131,1478,49950,389002,7,1208,4,0
2733,http://dengyanhong7.haodf.com/,4.2,19,203,15983,823062,46,993,4,0
2753,http://wangshanhaifu.haodf.com/,4.4,79,240,34845,2112815,22,2960,4,0
2763,http://qingleigao.haodf.com/,4.8,187,413,39585,1765190,0,2769,4,0
2773,http://xugang5.haodf.com/,4.6,22,145,64641,7012281,252,5876,4,0
2783,http://yantaiqiang.haodf.com/,4.5,97,134,13845,1438864,3,1765,4,0
2793,http://zhuiyuan87.haodf.com/,4.9,57,932,45530,635685,0,1399,4,0
2803,http://zhaifengxia.haodf.com/,4.8,54,250,74030,3282834,1,7416,4,0
2815,http://judy815.haodf.com/,4.8,436,2739,355321,42882336,32,16964,4,0
2823,http://chenruixuecrx.haodf.com/,4.9,239,1219,107348,8088584,2,5983,4,0
2833,http://laimaohuadoctor.haodf.com/,4.5,59,438,76554,7786501,75,6100,4,0
2843,http://zengcheng1988.haodf.com/,4.4,138,817,161898,16054060,96,10512,4,0
2853,http://zhaohonglihaodf.haodf.com/,4.2,83,370,69490,7293383,50,3752,4,0
2863,http://tengxiuxiang.haodf.com/,4.2,93,746,211665,21407673,22,16969,4,0
2873,http://hymaxian.haodf.com/,4.2,26,166,24954,465774,6,1358,4,0
2883,http://songchundong.haodf.com/,4.8,77,221,21870,442511,23,1781,4,0
2893,http://caolf.haodf.com/,4.3,22,266,33415,635362,11,2632,4,0
2903,http://wulq1211.haodf.com/,3.9,28,26,27650,3706270,15,2414,4,0
2915,http://likaihua.haodf.com/,4.2,41,139,38745,2779128,43,3230,4,0
2923,http://libohua811016.haodf.com/,4.8,54,73,19625,629480,7,1399,4,0
2933,http://vipzhihong.haodf.com/,4.7,128,537,119055,2525390,6,8512,4,0
2943,http://libo.haodf.com/,4.8,142,631,153910,14393059,172,11650,4,0
2953,http://zhoubindaifu.haodf.com/,4.4,62,307,43610,15356679,16,3977,4,0
2963,http://hexinguodr.haodf.com/,3.8,73,308,46940,1171731,53,3515,4,0
2973,http://liiuguangwei.haodf.com/,4.2,23,105,14580,749714,123,1821,4,0
2983,http://lijingwei120.haodf.com/,3.7,1,12,24895,1846351,2,2753,4,0
2993,http://shisuofang.haodf.com/,4.8,149,646,103455,10415247,184,8288,4,0
3003,http://zhangxiaomeidoc.haodf.com/,4.7,77,41,5110,97522,15,564,4,0
3023,http://gaojiandong.haodf.com/,4.2,12,29,7632,562181,2,482,4,0
3033,http://yepeizhi.haodf.com/,4.9,135,626,63279,3603520,22,3786,4,0
3043,http://harvyhuang.haodf.com/,4.4,47,655,30310,556938,10,1819,4,0
3053,http://tianjianhui.haodf.com/,4.4,160,1527,99522,6998663,40,8050,4,0
3063,http://wuwanyin.haodf.com/,4.3,52,264,58617,6288534,37,4765,4,0
3073,http://lidahys.haodf.com/,4.5,219,3146,347572,25594824,94,17865,4,0
3083,http://wangweitaodr.haodf.com/,4.9,69,184,14635,548441,15,1253,4,0
3093,http://xuguangfu.haodf.com/,4.7,199,643,184835,15439340,122,8373,4,0
3103,http://twmcgcyx.haodf.com/,4.5,22,50,50229,5759569,42,3904,4,0
3115,http://qinguozheng.haodf.com/,4.8,88,722,101008,6627033,35,8351,4,0
3123,http://lvliguo.haodf.com/,4.5,98,451,81895,6587360,93,4054,4,0
3133,http://wendywang13.haodf.com/,5,154,266,49814,2999424,14,3640,4,0
3143,http://chenluquan.haodf.com/,4.7,117,517,25345,2519371,50,2997,4,0
3153,http://gred522.haodf.com/,4.2,23,21,12478,2822576,341,1395,4,0
3163,http://zxj6298.haodf.com/,4.9,90,239,34455,1281301,0,2135,4,0
3173,http://dongzhenhua.haodf.com/,4.8,450,2751,270765,26401324,5,8543,4,0
3183,http://wangliangxin1958.haodf.com/,5,64,324,35285,178809,5,1695,4,0
3193,http://syun163.haodf.com/,4.9,174,2154,188040,7132119,38,10097,4,0
